original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,activity,activity_units,source_name
road-transportation,1/1/2021,12/31/2021,co2,16929.39112,0.000171761,T of CO2 per VKT,117.0015335,km,98600000,vehicle km traveled (VKT),Mehar Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,2.07422,2.10E-08,T of CH4 per VKT,117.0015335,km,98600000,vehicle km traveled (VKT),Mehar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.543658442,5.77E-09,T of N2O per VKT,118.2626562,km,94100000,vehicle km traveled (VKT),Mehar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,16170.48278,0.000171761,T of CO2 per VKT,118.2626562,km,94100000,vehicle km traveled (VKT),Mehar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,1.98123716,2.10E-08,T of CH4 per VKT,118.2626562,km,94100000,vehicle km traveled (VKT),Mehar Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.53072741,5.77E-09,T of N2O per VKT,113.0890403,km,91900000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,15785.86441,0.000171761,T of CO2 per VKT,113.0890403,km,91900000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,1.934113014,2.10E-08,T of CH4 per VKT,113.0890403,km,91900000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.540819025,5.77E-09,T of N2O per VKT,115.640483,km,93700000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,16086.02765,0.000171761,T of CO2 per VKT,115.640483,km,93700000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,1.970889563,2.10E-08,T of CH4 per VKT,115.640483,km,93700000,vehicle km traveled (VKT),Haveli Lakha Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.522205585,5.77E-09,T of N2O per VKT,117.7978533,km,90400000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,15532.39272,0.000171761,T of CO2 per VKT,117.7978533,km,90400000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,1.903057198,2.10E-08,T of CH4 per VKT,117.7978533,km,90400000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.532673243,5.77E-09,T of N2O per VKT,121.1495154,km,92200000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,15843.74092,0.000171761,T of CO2 per VKT,121.1495154,km,92200000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,1.941204149,2.10E-08,T of CH4 per VKT,121.1495154,km,92200000,vehicle km traveled (VKT),Jalalpur Jattan Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.507853342,5.77E-09,T of N2O per VKT,128.5361153,km,87900000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,co2,15105.50208,0.000171761,T of CO2 per VKT,128.5361153,km,87900000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,ch4,1.850753774,2.10E-08,T of CH4 per VKT,128.5361153,km,87900000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,n2o,0.522527219,5.77E-09,T of N2O per VKT,130.6607573,km,90500000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,co2,15541.95934,0.000171761,T of CO2 per VKT,130.6607573,km,90500000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2022,12/31/2022,ch4,1.904229317,2.10E-08,T of CH4 per VKT,130.6607573,km,90500000,vehicle km traveled (VKT),Kamra Urban Area in Hazara Division
road-transportation,1/1/2021,12/31/2021,n2o,0.483744506,5.77E-09,T of N2O per VKT,89.33496297,km,83800000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,co2,14388.41303,0.000171761,T of CO2 per VKT,89.33496297,km,83800000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,ch4,1.762894712,2.10E-08,T of CH4 per VKT,89.33496297,km,83800000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,n2o,0.515379561,5.77E-09,T of N2O per VKT,92.10311647,km,89200000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,co2,15329.36064,0.000171761,T of CO2 per VKT,92.10311647,km,89200000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2022,12/31/2022,ch4,1.878181336,2.10E-08,T of CH4 per VKT,92.10311647,km,89200000,vehicle km traveled (VKT),N/A Urban Area in Lahore Division
road-transportation,1/1/2021,12/31/2021,n2o,0.448724913,5.77E-09,T of N2O per VKT,75.6418884,km,77700000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2021,12/31/2021,co2,13346.79629,0.000171761,T of CO2 per VKT,75.6418884,km,77700000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2021,12/31/2021,ch4,1.635273922,2.10E-08,T of CH4 per VKT,75.6418884,km,77700000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2022,12/31/2022,n2o,0.508064605,5.77E-09,T of N2O per VKT,78.53750058,km,88000000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2022,12/31/2022,co2,15111.78585,0.000171761,T of CO2 per VKT,78.53750058,km,88000000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2022,12/31/2022,ch4,1.851523674,2.10E-08,T of CH4 per VKT,78.53750058,km,88000000,vehicle km traveled (VKT),Khushab Urban Area in Sargodha Division
road-transportation,1/1/2021,12/31/2021,n2o,0.495306883,5.77E-09,T of N2O per VKT,118.9093577,km,85800000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,14732.32236,0.000171761,T of CO2 per VKT,118.9093577,km,85800000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,1.805031112,2.10E-08,T of CH4 per VKT,118.9093577,km,85800000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.503902418,5.77E-09,T of N2O per VKT,121.2185895,km,87300000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,14987.98648,0.000171761,T of CO2 per VKT,121.2185895,km,87300000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,1.836355548,2.10E-08,T of CH4 per VKT,121.2185895,km,87300000,vehicle km traveled (VKT),Kahror Pakka Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.507612491,5.77E-09,T of N2O per VKT,112.7362478,km,87900000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,co2,15098.33826,0.000171761,T of CO2 per VKT,112.7362478,km,87900000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,ch4,1.849876051,2.10E-08,T of CH4 per VKT,112.7362478,km,87900000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,n2o,0.503304979,5.77E-09,T of N2O per VKT,113.8146702,km,87200000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,co2,14970.21637,0.000171761,T of CO2 per VKT,113.8146702,km,87200000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,ch4,1.834178322,2.10E-08,T of CH4 per VKT,113.8146702,km,87200000,vehicle km traveled (VKT),Kandhkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,n2o,0.428311718,5.77E-09,T of N2O per VKT,78.34369803,km,74200000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,co2,12739.62975,0.000171761,T of CO2 per VKT,78.34369803,km,74200000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,ch4,1.560882765,2.10E-08,T of CH4 per VKT,78.34369803,km,74200000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,n2o,0.502502691,5.77E-09,T of N2O per VKT,93.45682317,km,87000000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,co2,14946.35322,0.000171761,T of CO2 per VKT,93.45682317,km,87000000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2022,12/31/2022,ch4,1.831254566,2.10E-08,T of CH4 per VKT,93.45682317,km,87000000,vehicle km traveled (VKT),Ghakhar Mandi Urban Area in Gujranwala Division
road-transportation,1/1/2021,12/31/2021,n2o,0.333750528,7.01E-09,T of N2O per VKT,74.83869552,km,47600000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2021,12/31/2021,co2,10467.111,0.000219923,T of CO2 per VKT,74.83869552,km,47600000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2021,12/31/2021,ch4,0.818691677,1.72E-08,T of CH4 per VKT,74.83869552,km,47600000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2022,12/31/2022,n2o,0.475142659,7.01E-09,T of N2O per VKT,109.5607917,km,67800000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2022,12/31/2022,co2,14901.4624,0.000219923,T of CO2 per VKT,109.5607917,km,67800000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2022,12/31/2022,ch4,1.165527264,1.72E-08,T of CH4 per VKT,109.5607917,km,67800000,vehicle km traveled (VKT),Chaman Urban Area in Quetta Division
road-transportation,1/1/2021,12/31/2021,n2o,0.286878631,5.77E-09,T of N2O per VKT,74.82256924,km,49700000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,co2,8532.868431,0.000171761,T of CO2 per VKT,74.82256924,km,49700000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,ch4,1.045462665,2.10E-08,T of CH4 per VKT,74.82256924,km,49700000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.497887943,5.77E-09,T of N2O per VKT,120.7188564,km,86200000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,co2,14809.09296,0.000171761,T of CO2 per VKT,120.7188564,km,86200000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,ch4,1.814437187,2.10E-08,T of CH4 per VKT,120.7188564,km,86200000,vehicle km traveled (VKT),Rajanpur Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.464435271,5.77E-09,T of N2O per VKT,100.6423287,km,80400000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,co2,13814.08246,0.000171761,T of CO2 per VKT,100.6423287,km,80400000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,ch4,1.692526678,2.10E-08,T of CH4 per VKT,100.6423287,km,80400000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,n2o,0.488584164,5.77E-09,T of N2O per VKT,104.1230749,km,84600000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,co2,14532.36297,0.000171761,T of CO2 per VKT,104.1230749,km,84600000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2022,12/31/2022,ch4,1.780531722,2.10E-08,T of CH4 per VKT,104.1230749,km,84600000,vehicle km traveled (VKT),Tando Allayhar Urban Area in Hyderabad Division
road-transportation,1/1/2021,12/31/2021,n2o,0.442814586,5.77E-09,T of N2O per VKT,99.82998441,km,76700000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,co2,13171.00057,0.000171761,T of CO2 per VKT,99.82998441,km,76700000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,ch4,1.613735107,2.10E-08,T of CH4 per VKT,99.82998441,km,76700000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.487315837,5.77E-09,T of N2O per VKT,108.7557233,km,84400000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,co2,14494.63807,0.000171761,T of CO2 per VKT,108.7557233,km,84400000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2022,12/31/2022,ch4,1.775909598,2.10E-08,T of CH4 per VKT,108.7557233,km,84400000,vehicle km traveled (VKT),Mailsi Urban Area in Multan Division
road-transportation,1/1/2021,12/31/2021,n2o,0.354541466,5.77E-09,T of N2O per VKT,59.90737322,km,61400000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,10545.42011,0.000171761,T of CO2 per VKT,59.90737322,km,61400000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,1.292044182,2.10E-08,T of CH4 per VKT,59.90737322,km,61400000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.482691027,5.77E-09,T of N2O per VKT,90.50881653,km,83600000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,14357.07852,0.000171761,T of CO2 per VKT,90.50881653,km,83600000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,1.759055549,2.10E-08,T of CH4 per VKT,90.50881653,km,83600000,vehicle km traveled (VKT),Kahuta Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.38602825,5.77E-09,T of N2O per VKT,78.88980157,km,66800000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,co2,11481.95759,0.000171761,T of CO2 per VKT,78.88980157,km,66800000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,ch4,1.406790469,2.10E-08,T of CH4 per VKT,78.88980157,km,66800000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,n2o,0.480618373,5.77E-09,T of N2O per VKT,84.4898804,km,83200000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,co2,14295.42987,0.000171761,T of CO2 per VKT,84.4898804,km,83200000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2022,12/31/2022,ch4,1.751502245,2.10E-08,T of CH4 per VKT,84.4898804,km,83200000,vehicle km traveled (VKT),Shahdadkot Urban Area in Larkana Division
road-transportation,1/1/2021,12/31/2021,n2o,0.369886544,5.77E-09,T of N2O per VKT,132.9981731,km,64100000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,co2,11001.84148,0.000171761,T of CO2 per VKT,132.9981731,km,64100000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,ch4,1.347965763,2.10E-08,T of CH4 per VKT,132.9981731,km,64100000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,n2o,0.480210408,5.77E-09,T of N2O per VKT,157.093388,km,83200000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,co2,14283.29543,0.000171761,T of CO2 per VKT,157.093388,km,83200000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2022,12/31/2022,ch4,1.75001551,2.10E-08,T of CH4 per VKT,157.093388,km,83200000,vehicle km traveled (VKT),Murree Urban Area in Rawalpindi Division
road-transportation,1/1/2021,12/31/2021,n2o,0.436055175,5.77E-09,T of N2O per VKT,119.4818567,km,75500000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,co2,12969.9498,0.000171761,T of CO2 per VKT,119.4818567,km,75500000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,ch4,1.589101999,2.10E-08,T of CH4 per VKT,119.4818567,km,75500000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,n2o,0.475442828,5.77E-09,T of N2O per VKT,122.4364023,km,82300000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,co2,14141.48936,0.000171761,T of CO2 per VKT,122.4364023,km,82300000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2022,12/31/2022,ch4,1.732641171,2.10E-08,T of CH4 per VKT,122.4364023,km,82300000,vehicle km traveled (VKT),Daharki Urban Area in Sukkur Division
road-transportation,1/1/2021,12/31/2021,n2o,0.402394313,5.77E-09,T of N2O per VKT,99.16760066,km,69700000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,co2,11968.74693,0.000171761,T of CO2 per VKT,99.16760066,km,69700000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2021,12/31/2021,ch4,1.46643279,2.10E-08,T of CH4 per VKT,99.16760066,km,69700000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,n2o,0.463358518,5.77E-09,T of N2O per VKT,109.4387698,km,80200000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,co2,13782.05573,0.000171761,T of CO2 per VKT,109.4387698,km,80200000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
road-transportation,1/1/2022,12/31/2022,ch4,1.688602705,2.10E-08,T of CH4 per VKT,109.4387698,km,80200000,vehicle km traveled (VKT),Kot Addu Urban Area in Dera Ghazi Khan Division
